0.0001		8.215650382e-15
0.0002		6.439293543e-14
0.0003		2.167155344e-13
0.0004		5.135891712e-13
0.0005		1.002753436e-12
0.0006		1.732614052e-12
0.0007		2.751576744e-12
0.0008		4.107603147e-12
0.0009		5.848654894e-12
0.001		8.023359754e-12
0.0011		1.067967936e-11
0.0012		1.38657974e-11
0.0013		1.763034163e-11
0.0014		2.202105165e-11
0.0015		2.708655522e-11
0.0016		3.287481398e-11
0.0017		3.94344557e-11
0.0018		4.681344201e-11
0.0019		5.506040068e-11
0.002		6.422329335e-11
0.0021		7.435096983e-11
0.0022		8.549094765e-11
0.0023		9.769252074e-11
0.0024		1.110032066e-10
0.0025		1.254722992e-10
0.0026		1.41147094e-10
0.0027		1.580768849e-10
0.0028		1.763096336e-10
0.0029		1.958937457e-10
0.003		2.168780711e-10
0.0031		2.393101273e-10
0.0032		2.632396523e-10
0.0033		2.887141637e-10
0.0034		3.157822892e-10
0.0035		3.444928787e-10
0.0036		3.748941158e-10
0.0037		4.070341841e-10
0.0038		4.409621557e-10
0.0039		4.767262141e-10
0.004		5.143754311e-10
0.0041		5.539577685e-10
0.0042		5.955220761e-10
0.0043		6.391167595e-10
0.0044		6.847904466e-10
0.0045		7.325919871e-10
0.0046		7.825695647e-10
0.0047		8.347720293e-10
0.0048		8.892477865e-10
0.0049		9.460459083e-10
0.005		1.0052148e-09
0.0051		1.06680309e-09
0.0052		1.130859406e-09
0.0053		1.197432598e-09
0.0054		1.26657107e-09
0.0055		1.338323896e-09
0.0056		1.412739481e-09
0.0057		1.489866897e-09
0.0058		1.569754327e-09
0.0059		1.652450843e-09
0.006		1.738005739e-09
0.0061		1.826466756e-09
0.0062		1.917883186e-09
0.0063		2.012304101e-09
0.0064		2.109778352e-09
0.0065		2.2103539e-09
0.0066		2.314080039e-09
0.0067		2.42100584e-09
0.0068		2.531180154e-09
0.0069		2.644651387e-09
0.007		2.761469053e-09
0.0071		2.881681116e-09
0.0072		3.005337534e-09
0.0073		3.13248627e-09
0.0074		3.263177062e-09
0.0075		3.397458315e-09
0.0076		3.535379101e-09
0.0077		3.676988269e-09
0.0078		3.822334671e-09
0.0079		3.971467821e-09
0.008		4.124436348e-09
0.0081		4.281289101e-09
0.0082		4.442075374e-09
0.0083		4.606844017e-09
0.0084		4.775644102e-09
0.0085		4.948524479e-09
0.0086		5.125534441e-09
0.0087		5.306723283e-09
0.0088		5.492139632e-09
0.0089		5.68183256e-09
0.009		5.875851361e-09
0.0091		6.074245107e-09
0.0092		6.277062869e-09
0.0093		6.484353943e-09
0.0094		6.696167176e-09
0.0095		6.912551864e-09
0.0096		7.1335573e-09
0.0097		7.359232335e-09
0.0098		7.589626705e-09
0.0099		7.824789039e-09
0.01		8.064768631e-09
0.0101		8.309614996e-09
0.0102		8.559376763e-09
0.0103		8.814104113e-09
0.0104		9.073845675e-09
0.0105		9.338650742e-09
0.0106		9.608568829e-09
0.0107		9.883648788e-09
0.0108		1.016394036e-08
0.0109		1.044949238e-08
0.011		1.074035461e-08
0.0111		1.103657632e-08
0.0112		1.13382066e-08
0.0113		1.164529495e-08
0.0114		1.19578909e-08
0.0115		1.227604352e-08
0.0116		1.259980231e-08
0.0117		1.292921681e-08
0.0118		1.326433607e-08
0.0119		1.360521007e-08
0.012		1.395188765e-08
0.0121		1.430441854e-08
0.0122		1.466285204e-08
0.0123		1.502723812e-08
0.0124		1.539762562e-08
0.0125		1.577406428e-08
0.0126		1.615660361e-08
0.0127		1.654529314e-08
0.0128		1.694018237e-08
0.0129		1.73413206e-08
0.013		1.774875802e-08
0.0131		1.816254347e-08
0.0132		1.858272647e-08
0.0133		1.900935742e-08
0.0134		1.94424854e-08
0.0135		1.98821597e-08
0.0136		2.032843027e-08
0.0137		2.078134687e-08
0.0138		2.124095899e-08
0.0139		2.170731617e-08
0.014		2.218046813e-08
0.0141		2.266046439e-08
